"org_name";"country";"network_name";"description";"extrainfo";"ip_start";"ip_end";"cidr";"block_size";"link"
"SpaceX Starlink";"Portugal";"STARLINK_5342_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5342 Mdrdesp1 Ipv";"145.224.125.128";"145.224.125.159";"145.224.125.128/27";"32";"https://networksdb.io/ips-in-network/145.224.125.128/145.224.125.159"
"SpaceX Starlink";"Portugal";"STARLINK_5343_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5343 Mdrdesp1 Ipv";"145.224.125.160";"145.224.125.191";"145.224.125.160/27";"32";"https://networksdb.io/ips-in-network/145.224.125.160/145.224.125.191"
"SpaceX Starlink";"Portugal";"STARLINK_5344_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5344 Mdrdesp1 Ipv";"145.224.125.192";"145.224.125.223";"145.224.125.192/27";"32";"https://networksdb.io/ips-in-network/145.224.125.192/145.224.125.223"
"SpaceX Starlink";"Portugal";"STARLINK_5345_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5345 Mdrdesp1 Ipv";"145.224.125.224";"145.224.125.255";"145.224.125.224/27";"32";"https://networksdb.io/ips-in-network/145.224.125.224/145.224.125.255"
"SpaceX Starlink";"Austria";"STARLINK_5346_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5346 Mdrdesp1 Ipv";"145.224.126.0";"145.224.126.31";"145.224.126.0/27";"32";"https://networksdb.io/ips-in-network/145.224.126.0/145.224.126.31"
"SpaceX Starlink";"Austria";"STARLINK_5347_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5347 Mdrdesp1 Ipv";"145.224.126.32";"145.224.126.63";"145.224.126.32/27";"32";"https://networksdb.io/ips-in-network/145.224.126.32/145.224.126.63"
"SpaceX Starlink";"Denmark";"STARLINK_5348_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5348 Mdrdesp1 Ipv";"145.224.126.64";"145.224.126.95";"145.224.126.64/27";"32";"https://networksdb.io/ips-in-network/145.224.126.64/145.224.126.95"
"SpaceX Starlink";"Denmark";"STARLINK_5349_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5349 Mdrdesp1 Ipv";"145.224.126.96";"145.224.126.127";"145.224.126.96/27";"32";"https://networksdb.io/ips-in-network/145.224.126.96/145.224.126.127"
"SpaceX Starlink";"Italy";"STARLINK_5350_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5350 Mdrdesp1 Ipv";"145.224.126.128";"145.224.126.159";"145.224.126.128/27";"32";"https://networksdb.io/ips-in-network/145.224.126.128/145.224.126.159"
"SpaceX Starlink";"Italy";"STARLINK_5351_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5351 Mdrdesp1 Ipv";"145.224.126.160";"145.224.126.191";"145.224.126.160/27";"32";"https://networksdb.io/ips-in-network/145.224.126.160/145.224.126.191"
"SpaceX Starlink";"Belgium";"STARLINK_5352_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5352 Mdrdesp1 Ipv";"145.224.126.192";"145.224.126.223";"145.224.126.192/27";"32";"https://networksdb.io/ips-in-network/145.224.126.192/145.224.126.223"
"SpaceX Starlink";"Belgium";"STARLINK_5353_MDRDESP1_IPV4";"SpaceX Starlink";"Starlink 5353 Mdrdesp1 Ipv";"145.224.126.224";"145.224.126.255";"145.224.126.224/27";"32";"https://networksdb.io/ips-in-network/145.224.126.224/145.224.126.255"
"SpaceX Starlink";"Nigeria";"STARLINK_12017_LGOSNGA1_IPV6";"SpaceX Starlink";"Starlink PoP Lagos,";"2c0f:2a80::";"2c0f:2a80:fff:ffff:ffff:ffff:ffff:ffff";"2c0f:2a80::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2c0f:2a80::/2c0f:2a80:fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_605_LHR-1MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 605 Lhr 1Marconi Pop Ipv";"2a0d:3340::";"2a0d:3340:fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340::/2a0d:3340:fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_606_LHR-2MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 606 Lhr 2Marconi Pop Ipv";"2a0d:3340:1000::";"2a0d:3340:1fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:1000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:1000::/2a0d:3340:1fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Germany";"STARLINK_607_FRA-1MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 607 Fra 1Marconi Pop Ipv";"2a0d:3340:2000::";"2a0d:3340:2fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:2000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:2000::/2a0d:3340:2fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Germany";"STARLINK_608_FRA-2MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 608 Fra 2Marconi Pop Ipv";"2a0d:3340:3000::";"2a0d:3340:3fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:3000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:3000::/2a0d:3340:3fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Spain";"STARLINK_609_MAD-1MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 609 Mad 1Marconi Pop Ipv";"2a0d:3340:4000::";"2a0d:3340:4fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:4000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:4000::/2a0d:3340:4fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Spain";"STARLINK_610_MAD-2MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 610 Mad 2Marconi Pop Ipv";"2a0d:3340:5000::";"2a0d:3340:5fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:5000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:5000::/2a0d:3340:5fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_677_LHR-3MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 677 Lhr 3Marconi Pop Ipv";"2a0d:3340:6000::";"2a0d:3340:6fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:6000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:6000::/2a0d:3340:6fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_678_LHR-4MARCONI-POP_IPV6";"SpaceX Starlink";"Starlink 678 Lhr 4Marconi Pop Ipv";"2a0d:3340:7000::";"2a0d:3340:7fff:ffff:ffff:ffff:ffff:ffff";"2a0d:3340:7000::/36";"4951760157141521099596496896";"https://networksdb.io/ips-in-network/2a0d:3340:7000::/2a0d:3340:7fff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"France";"STARLINK_6812_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6812 Lndngbr1 Ipv";"2a0d:3344::";"2a0d:3344:ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344::/2a0d:3344:ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_6813_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6813 Lndngbr1 Ipv";"2a0d:3344:100::";"2a0d:3344:1ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:100::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:100::/2a0d:3344:1ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Poland";"STARLINK_6814_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6814 Lndngbr1 Ipv";"2a0d:3344:400::";"2a0d:3344:4ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:400::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:400::/2a0d:3344:4ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Germany";"STARLINK_6815_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6815 Lndngbr1 Ipv";"2a0d:3344:500::";"2a0d:3344:5ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:500::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:500::/2a0d:3344:5ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"France";"STARLINK_6843_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6843 Frntdeu1 Ipv";"2a0d:3344:1000::";"2a0d:3344:10ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1000::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:1000::/2a0d:3344:10ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_6844_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6844 Frntdeu1 Ipv";"2a0d:3344:1100::";"2a0d:3344:11ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1100::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:1100::/2a0d:3344:11ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Poland";"STARLINK_6845_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6845 Frntdeu1 Ipv";"2a0d:3344:1400::";"2a0d:3344:14ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1400::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:1400::/2a0d:3344:14ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Germany";"STARLINK_6846_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6846 Frntdeu1 Ipv";"2a0d:3344:1500::";"2a0d:3344:15ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1500::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:1500::/2a0d:3344:15ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Spain";"STARLINK_6873_MDRDESP1_IPV6";"SpaceX Starlink";"Starlink 6873 Mdrdesp1 Ipv";"2a0d:3344:2000::";"2a0d:3344:20ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:2000::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:2000::/2a0d:3344:20ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Portugal";"STARLINK_6874_MDRDESP1_IPV6";"SpaceX Starlink";"Starlink 6874 Mdrdesp1 Ipv";"2a0d:3344:2100::";"2a0d:3344:21ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:2100::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:2100::/2a0d:3344:21ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Ukraine";"STARLINK_98895014_MDRDESP1_IPV6";"SpaceX Starlink";"Starlink 98895014 Mdrdesp1 Ipv";"2a0d:3344:2200::";"2a0d:3344:22ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:2200::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:2200::/2a0d:3344:22ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"France";"STARLINK_7467_MDRDESP1_IPV6";"SpaceX Starlink";"Starlink 7467 Mdrdesp1 Ipv";"2a0d:3344:2300::";"2a0d:3344:23ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:2300::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:2300::/2a0d:3344:23ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Ukraine";"STARLINK_881611813182275621_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 881611813182275621 Frntdeu1 Ipv";"2a0d:3344:1300::";"2a0d:3344:13ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1300::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:1300::/2a0d:3344:13ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United Kingdom";"STARLINK_916731995694923831_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 916731995694923831 Lndngbr1 Ipv";"2a0d:3344:200::";"2a0d:3344:2ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:200::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3344:200::/2a0d:3344:2ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Germany";"STARLINK_961685694967513169_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 961685694967513169 Frntdeu1 Ipv";"2a0d:3341:b100::";"2a0d:3341:b1ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3341:b100::/40";"309485009821345068724781056";"https://networksdb.io/ips-in-network/2a0d:3341:b100::/2a0d:3341:b1ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Ireland";"STARLINK_6816_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6816 Lndngbr1 Ipv";"2a0d:3344:800::";"2a0d:3344:83f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:800::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:800::/2a0d:3344:83f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Albania";"STARLINK_6817_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6817 Lndngbr1 Ipv";"2a0d:3344:840::";"2a0d:3344:87f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:840::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:840::/2a0d:3344:87f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Austria";"STARLINK_6818_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6818 Lndngbr1 Ipv";"2a0d:3344:880::";"2a0d:3344:8bf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:880::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:880::/2a0d:3344:8bf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Belgium";"STARLINK_6819_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6819 Lndngbr1 Ipv";"2a0d:3344:8c0::";"2a0d:3344:8ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:8c0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:8c0::/2a0d:3344:8ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Bulgaria";"STARLINK_6820_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6820 Lndngbr1 Ipv";"2a0d:3344:900::";"2a0d:3344:93f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:900::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:900::/2a0d:3344:93f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Switzerland";"STARLINK_6821_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6821 Lndngbr1 Ipv";"2a0d:3344:940::";"2a0d:3344:97f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:940::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:940::/2a0d:3344:97f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Czech Republic";"STARLINK_6822_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6822 Lndngbr1 Ipv";"2a0d:3344:980::";"2a0d:3344:9bf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:980::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:980::/2a0d:3344:9bf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Denmark";"STARLINK_6823_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6823 Lndngbr1 Ipv";"2a0d:3344:9c0::";"2a0d:3344:9ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:9c0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:9c0::/2a0d:3344:9ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Egypt";"STARLINK_6824_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6824 Lndngbr1 Ipv";"2a0d:3344:a00::";"2a0d:3344:a3f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:a00::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:a00::/2a0d:3344:a3f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Spain";"STARLINK_6825_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6825 Lndngbr1 Ipv";"2a0d:3344:a40::";"2a0d:3344:a7f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:a40::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:a40::/2a0d:3344:a7f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Greece";"STARLINK_6826_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6826 Lndngbr1 Ipv";"2a0d:3344:a80::";"2a0d:3344:abf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:a80::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:a80::/2a0d:3344:abf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Croatia";"STARLINK_6827_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6827 Lndngbr1 Ipv";"2a0d:3344:ac0::";"2a0d:3344:aff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:ac0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:ac0::/2a0d:3344:aff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Hungary";"STARLINK_6828_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6828 Lndngbr1 Ipv";"2a0d:3344:b00::";"2a0d:3344:b3f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:b00::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:b00::/2a0d:3344:b3f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Italy";"STARLINK_6829_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6829 Lndngbr1 Ipv";"2a0d:3344:b40::";"2a0d:3344:b7f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:b40::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:b40::/2a0d:3344:b7f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Lithuania";"STARLINK_6830_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6830 Lndngbr1 Ipv";"2a0d:3344:b80::";"2a0d:3344:bbf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:b80::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:b80::/2a0d:3344:bbf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Latvia";"STARLINK_6831_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6831 Lndngbr1 Ipv";"2a0d:3344:bc0::";"2a0d:3344:bff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:bc0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:bc0::/2a0d:3344:bff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Moldova";"STARLINK_6832_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6832 Lndngbr1 Ipv";"2a0d:3344:c00::";"2a0d:3344:c3f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:c00::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:c00::/2a0d:3344:c3f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Macedonia";"STARLINK_6833_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6833 Lndngbr1 Ipv";"2a0d:3344:c40::";"2a0d:3344:c7f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:c40::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:c40::/2a0d:3344:c7f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Netherlands";"STARLINK_6834_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6834 Lndngbr1 Ipv";"2a0d:3344:c80::";"2a0d:3344:cbf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:c80::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:c80::/2a0d:3344:cbf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Portugal";"STARLINK_6835_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6835 Lndngbr1 Ipv";"2a0d:3344:cc0::";"2a0d:3344:cff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:cc0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:cc0::/2a0d:3344:cff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Romania";"STARLINK_6836_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6836 Lndngbr1 Ipv";"2a0d:3344:d00::";"2a0d:3344:d3f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:d00::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:d00::/2a0d:3344:d3f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Serbia";"STARLINK_6837_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6837 Lndngbr1 Ipv";"2a0d:3344:d40::";"2a0d:3344:d7f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:d40::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:d40::/2a0d:3344:d7f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Sweden";"STARLINK_6838_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6838 Lndngbr1 Ipv";"2a0d:3344:d80::";"2a0d:3344:dbf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:d80::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:d80::/2a0d:3344:dbf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Slovenia";"STARLINK_6839_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6839 Lndngbr1 Ipv";"2a0d:3344:dc0::";"2a0d:3344:dff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:dc0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:dc0::/2a0d:3344:dff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Slovakia";"STARLINK_6840_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6840 Lndngbr1 Ipv";"2a0d:3344:e00::";"2a0d:3344:e3f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:e00::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:e00::/2a0d:3344:e3f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Ukraine";"STARLINK_6841_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6841 Lndngbr1 Ipv";"2a0d:3344:e40::";"2a0d:3344:e7f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:e40::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:e40::/2a0d:3344:e7f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"United States";"STARLINK_6842_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 6842 Lndngbr1 Ipv";"2a0d:3344:e80::";"2a0d:3344:ebf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:e80::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:e80::/2a0d:3344:ebf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Luxembourg";"STARLINK_8321_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 8321 Lndngbr1 Ipv";"2a0d:3344:ec0::";"2a0d:3344:eff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:ec0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:ec0::/2a0d:3344:eff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Liechtenstein";"STARLINK_8322_LNDNGBR1_IPV6";"SpaceX Starlink";"Starlink 8322 Lndngbr1 Ipv";"2a0d:3344:f00::";"2a0d:3344:f3f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:f00::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:f00::/2a0d:3344:f3f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Ireland";"STARLINK_6847_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6847 Frntdeu1 Ipv";"2a0d:3344:1800::";"2a0d:3344:183f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1800::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:1800::/2a0d:3344:183f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Albania";"STARLINK_6848_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6848 Frntdeu1 Ipv";"2a0d:3344:1840::";"2a0d:3344:187f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1840::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:1840::/2a0d:3344:187f:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Austria";"STARLINK_6849_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6849 Frntdeu1 Ipv";"2a0d:3344:1880::";"2a0d:3344:18bf:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1880::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:1880::/2a0d:3344:18bf:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Belgium";"STARLINK_6850_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6850 Frntdeu1 Ipv";"2a0d:3344:18c0::";"2a0d:3344:18ff:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:18c0::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:18c0::/2a0d:3344:18ff:ffff:ffff:ffff:ffff:ffff"
"SpaceX Starlink";"Bulgaria";"STARLINK_6851_FRNTDEU1_IPV6";"SpaceX Starlink";"Starlink 6851 Frntdeu1 Ipv";"2a0d:3344:1900::";"2a0d:3344:193f:ffff:ffff:ffff:ffff:ffff";"2a0d:3344:1900::/42";"77371252455336267181195264";"https://networksdb.io/ips-in-network/2a0d:3344:1900::/2a0d:3344:193f:ffff:ffff:ffff:ffff:ffff"
